Date,CompanyName,Open,High,Low,Close,Volume
20160212,a,35.840,36.230,35.520,36.220,3593071.000
20160212,aa,7.530,7.780,7.360,7.680,24761971.000
20160212,aal,36.920,37.980,36.420,37.820,8167462.000
20160212,aap,139.487,141.346,137.068,140.717,872081.966
20160212,aapl,94.190,94.500,93.010,93.990,37942881.000
20160212,abbv,52.530,52.990,51.600,52.560,9096853.000
20160212,abc,84.271,85.279,84.162,85.267,1707707.370
20160212,abt,36.700,37.150,36.400,37.140,5842893.000
20160212,abx,11.683,12.302,11.603,12.232,18218294.238
20160212,acas,12.420,12.680,12.340,12.630,1949149.000
20160212,acn,94.430,95.000,93.960,94.700,2775760.000
20160212,adbe,76.040,77.360,75.400,76.680,3923507.000
20160212,adi,49.225,49.393,48.273,49.235,3526706.933
20160212,adm,31.690,32.480,31.300,32.430,4044470.000
20160212,adp,80.707,81.372,80.070,81.223,1314789.873
20160212,ads,183.130,184.860,181.180,182.650,617422.000
20160212,adsk,43.730,45.040,43.010,44.920,1739513.000
20160212,adt,26.710,27.100,26.400,26.870,1325710.000
20160212,aee,44.903,45.300,44.437,44.824,967751.891
20160212,aep,61.310,61.700,60.407,60.600,3554448.000
20160212,aes,9.010,9.190,8.880,9.160,5567297.000
20160212,aet,97.740,99.350,97.150,99.290,1657425.000
20160212,afl,56.520,57.380,56.260,57.310,2239281.000
20160212,agn,277.300,280.000,272.230,279.680,2368993.000
20160212,aig,51.379,53.913,51.012,52.661,16153763.470
20160212,aiv,35.685,35.794,35.140,35.725,1595485.692
20160212,aiz,66.704,67.628,65.940,66.605,893974.352
20160212,akam,49.570,50.900,49.280,50.750,3909456.000
20160212,aks,2.190,2.440,2.190,2.300,5811904.000
20160212,all,62.695,63.978,62.535,63.580,3323331.944
20160212,alle,57.981,58.290,57.062,57.392,1613791.747
20160212,alxn,136.910,141.260,134.310,141.110,1478518.000
20160212,amat,15.715,16.053,15.417,15.974,8184886.360
20160212,amcc,5.230,5.272,5.080,5.150,253217.000
20160212,amd,1.890,1.910,1.820,1.835,9621777.000
20160212,ame,45.625,46.094,45.306,45.535,1592558.130
20160212,amg,120.470,125.200,119.120,124.460,481930.000
20160212,amgn,143.130,144.970,141.140,144.720,2757107.000
20160212,amp,78.890,80.390,76.160,80.140,2121835.000
20160212,amt,85.090,85.820,83.750,85.660,1962292.000
20160212,amzn,510.700,516.750,501.493,506.950,5164682.000
20160212,an,47.150,48.420,46.500,48.160,1833991.000
20160212,anf,24.105,24.701,23.876,24.611,1701243.840
20160212,antm,119.932,121.017,119.156,120.947,979341.232
20160212,aon,93.700,94.980,93.700,93.800,1473003.000
20160212,apa,34.970,36.940,34.660,36.520,5495494.000
20160212,apc,36.450,38.218,35.750,37.778,7027777.110
20160212,apd,128.810,130.980,127.270,130.350,971619.000
20160212,aph,49.335,49.554,48.746,49.405,1438041.432
20160212,apol,8.540,8.675,8.470,8.600,1955017.000
20160212,arg,139.497,139.687,139.368,139.508,941707.958
20160212,ash,89.643,92.611,89.184,91.505,627598.408
20160212,ati,9.682,10.747,9.563,10.688,3021769.576
20160212,atvi,28.528,28.806,26.276,27.893,41013267.090
20160212,avb,163.290,164.820,162.000,164.410,796174.000
20160212,avgo,117.381,121.936,115.348,121.259,3651312.575
20160212,avp,2.760,3.260,2.750,3.170,10282041.000
20160212,avy,62.599,63.743,62.222,63.624,576927.372
20160212,axp,51.880,52.730,51.640,52.650,5572815.000
20160212,azo,717.140,732.645,713.740,729.870,301253.000
20160212,ba,105.120,109.840,105.000,108.640,12351612.000
20160212,bac,11.436,11.984,11.357,11.895,225367029.300
20160212,bax,36.006,36.525,35.687,36.505,2851117.331
20160212,bbby,42.010,43.120,41.430,42.930,1847520.000
20160212,bbt,31.060,31.600,30.750,31.580,4677387.000
20160212,bby,25.824,27.575,25.531,27.507,5735586.037
20160212,bc,39.161,39.878,38.792,39.450,1197022.755
20160212,bcr,182.090,184.370,180.430,183.670,511729.000
20160212,bdx,136.262,139.329,135.774,139.159,1486753.121
20160212,ben,32.080,32.720,31.600,32.330,5270597.000
20160212,bf,96.594,97.092,95.348,96.654,528135.808
20160212,bgg,19.863,20.331,19.814,19.913,405114.398
20160212,bhi,40.245,40.633,39.249,39.737,2941013.618
20160212,big,36.197,36.535,35.774,36.078,628651.979
20160212,biib,248.780,249.200,242.070,247.210,1968440.000
20160212,bk,33.420,33.940,33.000,33.820,8587842.000
20160212,blk,298.075,305.344,294.957,304.629,888340.862
20160212,bll,64.444,65.452,64.175,65.033,1122107.739
20160212,bms,47.550,48.140,47.380,47.820,699607.000
20160212,bmy,60.200,60.410,59.150,60.190,4986009.000
20160212,brk,126.730,128.210,126.210,128.030,4478202.000
20160212,bsx,16.700,16.740,16.400,16.630,5427787.000
20160212,btu,2.420,2.570,2.270,2.370,1408349.000
20160212,bvsn,6.000,6.030,5.910,5.990,4233.000
20160212,bwa,30.508,31.715,30.159,31.604,3313476.213
20160212,bxlt,37.184,38.642,37.184,38.492,5850624.670
20160212,bxp,109.070,109.755,107.280,108.590,624760.000
20160212,c,36.030,37.870,35.980,37.540,35890168.000
20160212,ca,27.093,27.460,26.915,27.450,3045473.741
20160212,cag,41.450,41.720,41.110,41.570,3635815.000
20160212,cah,77.600,78.900,76.910,78.830,1902322.000
20160212,cam,63.550,64.710,63.300,64.350,1425011.000
20160212,car,24.890,26.130,24.520,26.000,2059857.000
20160212,cat,61.990,63.470,61.810,63.150,3983499.000
20160212,cb,112.000,114.360,111.660,114.300,1575030.000
20160212,cbg,23.980,24.430,23.790,24.320,3831062.000
20160212,cbs,43.482,43.911,42.395,43.053,6285864.130
20160212,cce,47.199,47.945,46.633,47.885,1139279.648
20160212,cci,81.990,82.367,81.288,82.267,1847114.213
20160212,cck,44.860,45.290,44.595,45.000,1046659.000
20160212,ccl,42.982,43.851,42.554,43.766,4510563.485
20160212,celg,100.990,102.771,97.420,102.450,5602118.000
20160212,cern,54.370,54.980,53.760,54.900,1583558.000
